Publishing Date,Headlines,Category
3/2/2011,['PSO receivables stand at Rs164bn'],Stock
4/2/2011,['PSO making strides despite challenges'],Stock
4/13/2011,['PSO increases furnace oil supply to KESC'],Stock
4/15/2011,['OGDCL says PSO’s proposal to circular debt issue ‘impractical’'],Stock
4/23/2011,['Attock Refinery stops supply to PSO'],Stock
4/27/2011,"['Govt appoints acting MDs of OGDCL, PSO, SNGPL']",Stock
4/29/2011,"['Ministry asks FBR to restore PSO accounts', 'PSO announces 30pc interim cash dividend']",Stock
4/30/2011,['PSO bank accounts still frozen'],Stock
5/1/2011,['FBR restores PSO accounts'],Stock
5/3/2011,['PSO to miss Irfan Qureshi'],Stock
5/4/2011,['PSO receives Rs89.1 billion'],Stock
5/6/2011,['PSO pays tax liabilities'],Stock
5/27/2011,['PSO puts cap on fuel supply to PIA'],Stock
6/1/2011,['Govt ignores audit report to appoint Shah as PSO acting MD'],Stock
6/23/2011,['Circular debt haunts PSO'],Stock
6/30/2011,['PSO in process of buying 30pc shares of Pakistan Refinery'],Stock
7/8/2011,['Siddiqui made PSO chairman'],Stock
7/17/2011,['PSO suffers loss of Rs1.24 billion'],Stock
7/22/2011,['PSO proposes higher salary for managing director'],Stock
7/27/2011,"['‘KESC failing to make payments to PSO’', 'Board approved acting MD’s salary hike proposal: PSO']",Stock
8/16/2011,['PSO maintains market share: report'],Stock
8/20/2011,"['PM orders payment of Rs 25 bn to PSO, IPPs']",Stock
8/25/2011,['PSO not to buy Pakistan Refinery'],Stock
9/6/2011,['PSO demands bailout package'],Stock
9/10/2011,['PSO near default on international obligations'],Stock
9/15/2011,"['PSO, FFBL earning hopes keep market alive']",Stock
9/27/2011,['Non-payment by power sector creating severe difficulties for PSO'],Stock
9/30/2011,['PSO’s 35th AGM held'],Stock
10/1/2011,['PSO’s supply chain under pressure due to non-payments'],Stock
10/5/2011,['PSO still awaits Rs11bn receivables'],Stock
10/23/2011,['Interviews for top PSO slot tomorrow'],Stock
10/27/2011,"['PSO floats tenders for furnace oil, Mogas import']",Stock
11/4/2011,['PSO sees no early end to circular debt problem'],Stock
11/5/2011,['Rs168.68b PSO outstanding dues against various organisations'],Stock
11/6/2011,['PSO affirms faith in ministries to solve circular debt'],Stock
11/18/2011,"['PSO to import 180,000 tons fuel oil for winter season']",Stock
11/26/2011,['PSO says receivables touch Rs179bn'],Stock
11/29/2011,['PSO says its receivables cross Rs180bn'],Stock
12/13/2011,['PSO gets new chief'],Stock
12/15/2011,['PSO to import over 1.1m tons fuel by March'],Stock
1/24/2012,['Mir takes charge as PSO managing director'],Stock
2/10/2012,['PSO posts profit of Rs4.58bn'],Stock
2/22/2012,['PSO continues furnace oil supplies'],Stock
2/24/2012,['‘PSO to be on Fortune 500 list in six years’'],Stock
3/3/2012,['PSO raises furnace oil prices'],Stock
4/7/2012,['PSO collaborates with road traffic injury research centre'],Stock
4/21/2012,"['‘Govt to establish 100 LPG filling stations at PSO outlets’', 'PSO to establish fuel farm at Benazir Bhutto airport']",Stock
5/12/2012,['PSO’s poor assets management causes drop in market share: audit'],Stock
5/22/2012,"['PSO’s receivables reach Rs206 billion', 'PSO, Byco sign deal']",Stock
5/23/2012,['PSO to maximise product uplift from local sources'],Stock
6/7/2012,['PSO signs MoU for commercial cultivation of bio-diesel'],Stock
6/21/2012,"['PSO, PARCO collaborate to save $130m annually']",Stock
7/13/2012,"['PSO floats tenders to import Mogas, HSFO, LSFO']",Stock
7/22/2012,['PSO committed to upliftment of  people of Pakistan'],Stock
7/24/2012,['PSO’s receivables swell to Rs232bn'],Stock
7/28/2012,['Dr Asim says PSO may become  defaulter if not paid quickly'],Stock
7/30/2012,['PR stops buying fuel from PSO'],Stock
7/31/2012,['PR gets breather after payment to PSO for fuel'],Stock
8/3/2012,['PSO told not to charge extra Re0.77 per litre on HSD'],Stock
8/5/2012,"['Another power tariff rise coming, thanks to PSO']",Stock
8/14/2012,"['PSO, PNSC sign MoU']",Stock
9/27/2012,['PSO shareholders concerned over low dividend payout'],Stock
9/28/2012,['PSO holds its 36th AGM'],Stock
10/6/2012,['PSO signs long-term agreement with PNSC'],Stock
10/11/2012,['PSO issues rejoinder to Transparency'],Stock
10/26/2012,['MD aims to make PSO an integrated energy company'],Stock
11/3/2012,['Baig appointed on board of PSO'],Stock
11/11/2012,['5 dollar bn PSO contract given to favourites: TIP'],Stock
11/27/2012,['NAB to investigate $5 bn PSO deal with trading company'],Stock
11/28/2012,['Oil cartels opposing new projects: PSO MD'],Stock
12/6/2012,"['PSO aims to become global energy company', 'PSO assures commitment to development in Balochistan']",Stock
12/11/2012,['PSO restores Khuzdar depot'],Stock
12/21/2012,['PSO adheres to ECC directives'],Stock
1/3/2013,['PSO inaugurates first Fortified Medical Center'],Stock
1/10/2013,"['NA body issues arrest warrants of PSO, Parco MDs']",Stock
1/11/2013,['PSO explains $5 billion furnace oil deal'],Stock
1/13/2013,['PSO holds meeting with logistics business partners'],Stock
1/27/2013,"['Abandoning of additives in diesel,petrol brings PSO’s market share down']",Stock
2/8/2013,['PSO takes measures for employees’ welfare'],Stock
2/15/2013,['PSO to curtail supplies to power sector'],Stock
2/22/2013,['PSO earns profits of Rs6.3 billion'],Stock
3/23/2013,['PSO to help develop two streets in each province'],Stock
3/26/2013,['PSO MD inaugurates Rs7m road in Thatta'],Stock
4/3/2013,['PSO to diversify business line'],Stock
4/12/2013,['PSO inks MoU for refinery in KP'],Stock
4/19/2013,['PSO inaugurates community-owned petrol station'],Stock
4/24/2013,['PSO profits up by four percent'],Stock
5/17/2013,['PSO-APL JV wins bid for fuel farm'],Stock
5/18/2013,['PSO’s oil refinery in KP to address energy needs'],Stock
5/19/2013,['PSO launches Fuel Smart Cards'],Stock
6/8/2013,['PSO & FBL sign agreement'],Stock
6/29/2013,['Audit report points out mega corruption in PSO'],Stock
7/10/2013,['PSO’s share in stock market up by 69pc'],Stock
7/28/2013,['PSO upgrades technological system'],Stock
7/31/2013,['Janjua takes charge as PSO MD'],Stock
8/28/2013,['Minister visits PSO head office'],Stock
8/30/2013,['PSO earnings per share up by 39pc'],Stock
9/3/2013,['PSO seeks offers to import fuel oil'],Stock
10/10/2013,"['PSO management says selloff unlikely', 'PSO introduces SMS alert service']",Stock
11/9/2013,"['PSO, LUMS to collaborate']",Stock
1/2/2014,['PSO to continue market dominance'],Stock
2/14/2014,['Adviser visits PSO'],Stock
2/21/2014,['PSO lacks negotiation capacity'],Stock
3/1/2014,['KSE index rises 304 points on better PSO payout'],Stock
3/3/2014,"['PSO found selling ‘deceptive quality’ diesel, petrol']",Stock
3/7/2014,['PSO market share tumbles amid controversy'],Stock
3/19/2014,['PSO to acquire Chevron’s holding in PRL'],Stock
3/28/2014,['Names of top PSO mandarins put on ECL'],Stock
4/2/2014,['NBP & PSO Sign Strategic Agreement'],Stock
4/22/2014,['PSO to face default if Rs149 bn not paid in May'],Stock
6/27/2014,['PSO demands Rs100bn dues'],Stock
6/28/2014,['Ministry finalises PSO board members'],Stock
7/11/2014,['PAC panel takes up corruption in PSO'],Stock
8/6/2014,"[""Deceptive marketing puts PSO's reputation at stake""]",Stock
9/4/2014,"['PSO full-year profits up 73pc on sales, receivables']",Stock
9/19/2014,['PSO turnover at all-time high of Rs1.4 trillion'],Stock
9/26/2014,['Investors apprised of PSO’s profitable growth model'],Stock
10/15/2014,['Shareholders laud PSO’s performance'],Stock
10/29/2014,['PSO profits down 33 percent'],Stock
11/28/2014,['President commends PSO’s stellar business performance'],Stock
12/4/2014,['PSO stops fuel supply to airline on mounting dues'],Stock
12/5/2014,['PSO receivables from PIA stand at Rs12.7 billion'],Stock
12/9/2014,['Cash-starved PSO seeks Rs100 bn injection from govt'],Stock
1/17/2015,['PSO urgently needs Rs75bn to normalise fuel supplies'],Stock
1/21/2015,['PSO needs another Rs50-60 bn injection'],Stock
3/3/2015,['PSO H1 profit falls 73pc as inventory losses bite'],Stock
4/18/2015,['PSO probing import of Rs2.3 billion substandard furnace oil'],Stock
4/22/2015,['LNG import exposes PSO to another circular debt'],Stock
4/28/2015,['PSO declares cash dividend of Rs6 per share'],Stock
5/7/2015,['Summary to appoint PSO MD with PM'],Stock
6/9/2015,['PSO to buy 63 million right shares offered by PRL'],Stock
6/24/2015,"['PSO seeks 143,000 cubic meters of LNG for July delivery']",Stock
6/30/2015,"['PNSC says PSO owes Rs1bln on demurrage, freight charges']",Stock
7/18/2015,['Suttar appointed acting MD PSO'],Stock
9/2/2015,['PSO reports 68pc fall in profits'],Stock
9/6/2015,['PSO honoured'],Stock
9/8/2015,['PSO donates Rs8.5 million for cancer hospital in Karachi'],Stock
9/12/2015,['LNG import multiplies PSO’s financial miseries'],Stock
9/17/2015,['Ogra awaits PSO’s compliance report to set LNG price'],Stock
9/30/2015,"['PIA, power companies owe PSO Rs215 bn, PAC told']",Stock
10/6/2015,['Dr Asim got Rs20m bribe from PSO daily: NAB'],Stock
10/14/2015,['LNG deal in a soup as Ogra slashes PSO’s margin'],Stock
10/15/2015,['PSO approves cash dividends'],Stock
11/4/2015,"['PSO to earn ample amount of $130,912 on LNG shipment']",Stock
12/24/2015,['PSO holds first board meeting with new BoM'],Stock
2/17/2016,"[""Half-Year Financial Results\xa0PSO's profit soars 57 percent""]",Stock
3/3/2016,"['Ministry, Ogra at loggerheads on PSO margins on LNG']",Stock
3/19/2016,['Ogra sets PSO’s margin at 2.5pc on LNG import'],Stock
4/30/2016,['PSO profits up 42pc in July-March'],Stock
5/28/2016,['PSO donation for Aga Khan hospital'],Stock
6/3/2016,['PSO holds annual procurement moot'],Stock
6/10/2016,['PSO to supply diesel to Thar coal mines'],Stock
7/9/2016,['PSO holds 20-day fuel reserves'],Stock
7/10/2016,['PSO keeps Sihala installation operational'],Stock
8/4/2016,['PSO receives Rs293 billion'],Stock
8/10/2016,['SNGPL owes Rs6.95bln to PSO'],Stock
8/12/2016,['PSO imports 133mln mmbtu of LNG'],Stock
8/16/2016,['PSO’s net profit jumps 48 percent in FY16'],Stock
9/23/2016,"['PSO, AMTF collaborate']",Stock
10/11/2016,"['PSO to get first cargo of 55,000 tons environment-friendly 92 Ron in October']",Stock
10/14/2016,['Supplies likely to choke as PIA owes PSO Rs14 bn'],Stock
10/25/2016,['PSO profits surge 35 percent in first quarter'],Stock
11/2/2016,['PSO’s receivables from power firms mount Rs8.4bln in October'],Stock
11/23/2016,['PSO yet to get Rs8.5 bn from SNGPL'],Stock
12/2/2016,['Murder accused appointed PSO to CM Sindh'],Stock
12/6/2016,['Rs150m fine on PSO for deceptive marketing'],Stock
12/9/2016,['PSO mulls challenging CCP’s penalty order'],Stock
1/8/2017,"['PSO receives first vessel of 55,000MT low-sulfur diesel']",Stock
1/20/2017,['PSO railway oil freight jumps 34pc in 3 years'],Stock
1/26/2017,['PSO circular debt continues mounting as receivables stand at Rs269 billion'],Stock
2/7/2017,['PSO half-year profits rise 49 percent'],Stock
2/10/2017,['PSO seeks Rs50 billion urgent relief'],Stock
4/3/2017,['PRA issues notice to PSO over Rs2.258 billion tax default'],Stock
4/25/2017,['PSO earnings grow over twofold in nine months'],Stock
5/4/2017,['PSO seeks Rs101 bn for fuel stock by June 30 for smooth power generation'],Stock
5/10/2017,['PSO cancels jet fuel tender'],Stock
5/16/2017,['PSO arrears surge all-time high to Rs296 billion'],Stock
5/30/2017,['PSO announces special Ramazan prices'],Stock
7/5/2017,['PSO doubles gasoline sales'],Stock
7/6/2017,"['PSO plainly asks PIA, power sector, other defaulters to pay bills', 'PSO seeks 905,000T of fuel oil for Sept']",Stock
7/22/2017,['PSO improves safety steps'],Stock
7/25/2017,['PSO pays off short-term borrowings'],Stock
8/9/2017,['PSO’s annual profit up 77pc to Rs18.225bln'],Stock
8/10/2017,['PSO mulls Rs40 billion in investment to retain market share'],Stock
9/20/2017,['PSO expands retail footprint'],Stock
10/5/2017,"['OGDCL, PSO sign deal for 30mln litres HSD supply']",Stock
10/21/2017,['PSO’s AGM held'],Stock
10/24/2017,['PSO’s profit jumps to Rs5.03bln'],Stock
11/2/2017,"['PSO imports 367,919,495MMBTUliquefied natural gas from Qatar']",Stock
11/3/2017,"['Honda says fuel from Shell, Total, PSO harms engines in Pakistan']",Stock
11/15/2017,['PSO awarded'],Stock
1/20/2018,['Dr Abdullah Malik inaugurates PSO’s new tank lorries'],Stock
1/28/2018,['PSO donates Rs24.6mln to LRBT'],Stock
2/7/2018,['PSO receivables stand at Rs334.1 billion'],Stock
2/22/2018,['PSO Q2 profit falls 37.4pc'],Stock
3/3/2018,['PSO offers modern non-fuel retail services at ‘Shop Stop’'],Stock
3/13/2018,['MD PSO discusses prospects  with dealers in Quetta visit'],Stock
3/22/2018,"['FATE Wing official calls on PSO leadership: FBR, NTC tie up for electronic information exchange', 'PSO MD inaugurates new retail outlets in Multan']",Stock
3/28/2018,['PSO partners with Aman Tech to transform youth for employ ability'],Stock
4/4/2018,['PSO may seek extension in credit limit as outstanding payments soar Rs337bln'],Stock
4/6/2018,['Pso & Faw Motors China working to modernise Pso fleet to support Cpec infrastructure'],Stock
4/7/2018,['PSO claims Rs28bln from SNGPL in LNG dues circular debt feared to reignite power crisis'],Stock
4/12/2018,['PSO in talks with Power China for new refinery project'],Stock
4/18/2018,"['Govt backtracks on furnace oil import ban, allows PSO to start shipments']",Stock
4/24/2018,['|PSO Q3 profit up 13 percent to Rs4.702 billion'],Stock
4/26/2018,['PSO signs agreement with Port Qasim Authority'],Stock
5/29/2018,['PSO launches RON 97'],Stock
6/28/2018,['‘PSO leading fuel brand across Pakistan’'],Stock
8/2/2018,['PSO inducts 40 Ogra compliant vehicles into its fleet'],Stock
8/14/2018,['PSO full-year net profit falls 15pc to Rs15.46 billion'],Stock
4/20/2006,['Shell PAT dips 35pc'],Stock
5/5/2006,['Shell sees profits climb on soaring oil prices'],Stock
8/18/2006,['Zaiviji Ismail appointed Shell chief'],Stock
9/24/2006,['Shell acquires Tongyi lubricant brand'],Stock
10/24/2006,['Shell bids for control of Shell Canada'],Stock
12/29/2006,['Shell needs to invest more in Sakhalin-2'],Stock
1/10/2007,"['OGDC, Shell join hands to find oil, gas']",Stock
1/25/2007,['Mystery woman comes out of shell'],Stock
1/30/2007,['Tesoro buys US refinery from Shell'],Stock
2/16/2007,"['Govt recovering oil subsidies: Shell', 'Shell declares loss in Q2']",Stock
6/22/2007,['Shell signs MoU with Kidney Centre'],Stock
7/25/2007,['Shell makes £430 a second'],Stock
7/27/2007,['Shell discovers new oil field in Nigeria'],Stock
8/18/2007,['Shell Gas posts Rs47m loss'],Stock
10/20/2007,['Shell earns Rs533m'],Stock
11/21/2007,['Shell Helix Ultra Mall Activity'],Stock
1/2/2008,['Israeli shell kills another Hamas activist'],Stock
1/5/2008,['Several houses damaged as forces shell ‘militant’ hideouts'],Stock
2/1/2008,['Shell profits surge to record $31 billion'],Stock
2/5/2008,"['PSO, Shell to post excellent earnings: report']",Stock
4/19/2008,['Shell earns Rs2.65bn'],Stock
6/20/2008,['Nine killed as choppers shell Kurram'],Stock
7/8/2008,"['Abu Dhabi’s Taqa buys Shell, Exxon North Sea interests']",Stock
8/1/2008,['Shell earns record profit of $11.6bn'],Stock
8/13/2008,"['PSO, Shell post record profits with note of caution']",Stock
8/24/2008,['Six killed as shell hits house in Bajaur'],Stock
9/3/2008,['Militants target Kohat Tunnel as forces shell hideouts'],Stock
9/10/2008,['Shell agrees to $4bn gas deal with Iraq'],Stock
11/7/2008,"['Four hurt as shell hits house, bridge blown up in Swat']",Stock
11/21/2008,['Nine killed as shell hits house in Swat'],Stock
1/8/2009,['Shell-shocked children are drawn into the cult of the martyr'],Stock
2/16/2009,['Four of a family killed as shell hits house'],Stock
6/28/2009,['Putin invites Shell to participate in gas projects'],Stock
7/31/2009,['Profits slump on weak oil prices: Shell'],Stock
8/8/2009,['Shell joins 4gas in LNG import project'],Stock
8/11/2009,['Four die as shell hits house in Khyber FC camp attacked'],Stock
12/12/2009,"['Iraq holds oil auction, Shell wins giant field']",Stock
2/12/2010,['Shell to sell shares in LPG arm'],Stock
3/11/2010,['Royal Dutch Shell stops gasoline sales to Iran'],Stock
3/18/2010,['Woman dies as shell hits house'],Stock
3/24/2010,"['Shell, PetroChina set gas exploration deal']",Stock
5/5/2010,"['Private equity fund eyes Shell Gas LPG', 'World to stay reliant on fossil fuel until 2050: Shell CEO']",Stock
5/11/2010,"['Iran gives two week ultimatum to Shell, Repsol']",Stock
6/17/2010,['Shell Pakistan sells LPG business to OPI'],Stock
8/20/2010,['Shell announces cash dividend'],Stock
8/25/2010,['Shell resumes supply to 60 affected sites from Machikhe'],Stock
10/23/2010,['New tax regime pushes blue-chip Shell in the red'],Stock
10/28/2010,['Islamic Jihad activist killed by Israeli tank shell in Gaza Strip'],Stock
2/26/2011,['Shell Gas LPG reports loss'],Stock
3/10/2011,['Shell Gas LPG to operate as Burshane LPG'],Stock
5/1/2011,['Syrian tanks shell Deraa'],Stock
5/8/2011,['Five killed as shell fired by forces hits house in Bara'],Stock
5/12/2011,['20 Pakistani teams to compete in Shell Eco Marathon'],Stock
6/12/2011,['Tanks shell rebellious towns'],Stock
8/18/2011,"['South Korea strikes $84bn LNG deals with Shell, Total']",Stock
9/21/2011,"['HBL, Shell Pakistan sign deal']",Stock
2/16/2012,['Tanks shell rebel areas Assad offers to hold polls'],Stock
3/8/2012,['Shell reports profit of Rs905.99m'],Stock
3/23/2012,['Shell signs China’s first shale gas deal'],Stock
4/21/2012,['Shell suffers loss of Rs223.64m'],Stock
5/30/2012,['Launch of Shell Helix synthetic motor oil'],Stock
7/1/2012,['Woman dies as shell hits house in Dir'],Stock
8/12/2012,['Syrian forces shell rebels in Aleppo'],Stock
9/19/2012,['Syrian troops shell Aleppo districts'],Stock
11/8/2012,['Rebels shell key pro-Assad area'],Stock
4/23/2013,['UK blocks Shell’s efforts to settle $2.3bn debt'],Stock
5/10/2013,['Students await Shell eco-marathon'],Stock
7/7/2013,['Afghan mortar shell kills one in SWA'],Stock
8/29/2013,"['Shell, CARE sign MoU']",Stock
9/12/2013,"['PetroChina, Shell’s $13bn refinery stalls on land issue']",Stock
9/13/2013,['Shell names director'],Stock
10/2/2013,['Shell opens new fuelling station'],Stock
10/10/2013,['HBL will install over 50 ATMs at Shell fuel stations'],Stock
10/26/2013,['Shell Eco-Marathon Asia 2014'],Stock
11/1/2013,['Shell misses third quarter forecasts'],Stock
11/5/2013,"['Shell highlights youth’s contribution to innovation, technology']",Stock
1/3/2014,['Repsol sells LNG assets to Shell'],Stock
1/11/2014,['Shell Helix presents GREASE — The Musical'],Stock
1/18/2014,['Shell issues profit warning'],Stock
1/23/2014,['Deep Shell problems weigh on new chief executive'],Stock
2/5/2014,['Shell Eco-marathon Asia in Manila'],Stock
3/6/2014,['Shell to partake in LNG import tender'],Stock
3/13/2014,['Shell posts Rs1.061bn profit'],Stock
6/22/2014,['Shell offers $51m to settle Nigeria oil spills'],Stock
7/8/2014,"['Israel planes shell Gaza, seven Palestinians killed']",Stock
7/25/2014,['Baby among 15 dead as Israeli shell hits UN school'],Stock
8/26/2014,['Indian forces shell Sialkot villages'],Stock
11/6/2014,['Three children killed as mortar shell explodes in border village'],Stock
11/19/2014,['Shell Tameer awards held'],Stock
2/4/2015,['Shell’s new petrol pump in Lahore'],Stock
2/24/2015,['Shell’s Eco-Marathon teams arriving'],Stock
2/27/2015,['Shell gathers experts in Manila'],Stock
3/13/2015,['Shell Pakistan announces results'],Stock
3/19/2015,['Shell Super Fact report'],Stock
5/1/2015,['Shell posts lower profits'],Stock
5/10/2015,['Shell technology leadership event held'],Stock
6/12/2015,['Pakistani retailer wins Shell award'],Stock
6/22/2015,['Rebels shell Aden'],Stock
7/9/2015,['IMF faults US for inaction over shell companies'],Stock
7/10/2015,['Shell announces sales promotion'],Stock
8/20/2015,['Shell Pakistan posts profit of Rs1.287bln'],Stock
8/30/2015,['Obama defends Shell Arctic drilling'],Stock
9/29/2015,['Shell pulls the plug on Arctic exploration'],Stock
9/30/2015,"['PPAF, HANDS, Shell commemorate development initiatives']",Stock
10/30/2015,['Shell suffers vast Q3 loss'],Stock
11/8/2015,['New Shell fuel station opens'],Stock
1/25/2016,['Rocket shell found in Swat'],Stock
2/16/2016,['Shell pursues transition plan after sealing $53bln deal'],Stock
2/24/2016,['US court freezes bank accounts of\xa0Axact-owned shell companies'],Stock
4/13/2016,['UK police to unearth owners of shell companies soon'],Stock
4/16/2016,['Bank shell company rule nears approval'],Stock
5/6/2016,['Shell Pakistan appoints new CEO'],Stock
5/7/2016,['Syrian rebels threaten to shell govt  forces over prisoners’ revolt'],Stock
6/28/2016,"['Shell, ABL collaborate']",Stock
7/6/2016,['Shell seeks $2bln from Aramco in Motiva JV breakup'],Stock
7/27/2016,['Shell Philippines files $629mln IPO\xa0may be country’s largest in 2016'],Stock
9/1/2016,['Shell expanding non-oil businesses'],Stock
11/27/2016,['Shell CEO expects no valuation hit from climate accord'],Stock
12/8/2016,"['Shell to sign initial Iran oil, gas development deals']",Stock
12/18/2016,['Japan’s Idemitsu to buy 33pc of Showa Shell'],Stock
1/22/2017,['Eight people killed by shell in Egypt'],Stock
3/12/2017,['Shell Pakistan posts record profit of Rs6.764 billion'],Stock
4/6/2017,"['Shell sells HK, Macau energy assets']",Stock
7/8/2017,['Ogra orders Shell to pay Rs254m for tanker blast'],Stock
7/12/2017,['Shell Pakistan agrees to pay fine for tanker fire'],Stock
7/28/2017,['Shell profit triples'],Stock
8/20/2017,['Shell lifts first cargo from Libya'],Stock
8/21/2017,"['One dies, six injured as shell explodes']",Stock
11/3/2017,"['Honda says fuel from Shell, Total, PSO harms engines in Pakistan']",Stock
11/4/2017,['Shell shelves plan'],Stock
11/8/2017,['From shell company to sham settlement costing dearly'],Stock
11/24/2017,['Shell shows renewed interest in LNG sector'],Stock
2/2/2018,['Oil price recovered: Shell annual profit almost triples to $13bln'],Stock
3/17/2018,['Shell to sell New Zealand assets'],Stock
4/11/2018,['Shell Rimula celebrates truckers'],Stock
5/30/2018,['Friends of the Earth to sue Shell over climate change'],Stock
6/24/2018,['Shell says sales slipped after major supply chain safety overhaul'],Stock
7/3/2018,['Rashid appointed shell Pakistan head'],Stock
7/10/2018,['Shell launches Dynaflex technology fuel'],Stock
7/22/2009,['SNGP confirms Rs 100m donation — in a way'],Stock 
4/20/2006,['SSGC comes under fire over tariff hike petition'],Stock
4/30/2006,['SSGC third quarter profit drops'],Stock
5/13/2006,['Senate committee visits SSGC'],Stock
5/31/2006,['SSGC encourages conservation of gas'],Stock
6/3/2006,['SSGC defends tariff increase'],Stock
6/16/2006,['New vehicles included in SSGC’s emergency fleet'],Stock
7/14/2006,['SSGC for effective gas utilisation'],Stock
7/18/2006,"['SSGC, OPI ink gas supply agreement']",Stock
9/24/2006,['SSGC may seek cut in gas tariff'],Stock
10/3/2006,['SSGC announces cash dividend at Rs1.30 per share'],Stock
10/20/2006,"['SSGC issues Rs86,808 bill to residential consumer']",Stock
10/31/2006,['SSGC accounts approved'],Stock
11/9/2006,['SSGC wins Rs4bn financing facility'],Stock
12/14/2006,"['PSO, SSGC ink accord']",Stock
12/30/2006,['No cut in gas supply to power plants: SSGC'],Stock
1/13/2007,['SSGC MD favours gas tariff rationalisation'],Stock
2/21/2007,['KESC owes Rs5 billion to SSGC'],Stock
2/23/2007,"['Privatisation of SSGC’s rights over LPG, LNG challenged']",Stock
3/1/2007,['SSGC profitability to increase: MD'],Stock
3/2/2007,"['Tourism Ministry, SSGC sign MoU']",Stock
3/14/2007,['SSGC staff recognised in US'],Stock
3/21/2007,"['SSGC increasing gas coverage', 'SSGC signs contract']",Stock
4/7/2007,['SSGC opens new call centre'],Stock
5/3/2007,['SSGC’s new billing system'],Stock
6/1/2007,['SSGC to get share in LNG import project'],Stock
6/8/2007,['JJVL royalty to stay operating income for SSGC'],Stock
6/12/2007,['SSGC completes 200km pipeline'],Stock
7/18/2007,"['SSGC, KESC row persists']",Stock
7/26/2007,['SSGC to quadruple capital expenditure in FY 2007-08'],Stock
8/4/2007,['SSGC to introduce automated meter reading'],Stock
8/12/2007,['SSGC seeks JJVL royalty as profit'],Stock
8/22/2007,['SSGC rescues Karachiites once more'],Stock
9/13/2007,['Azim Iqbal takes over as SSGC MD'],Stock
9/14/2007,"['SNGPL, SSGC to stop gas supply to Wapda in Ramazan']",Stock
9/29/2007,['SSGC profit slides 67pc'],Stock
11/2/2007,['SSGC registers quarterly profit of Rs286m'],Stock
11/18/2007,['SSGC highlights achievements'],Stock
12/11/2007,['SSGC signs Rs5bn Sukuk deal'],Stock
1/12/2008,['SSGC seeks share in LNG import project'],Stock
7/12/2008,"['SSGC, OGDC chiefs sacked']",Stock
9/4/2008,['SSGC restores full gas supply to KESC'],Stock
1/6/2009,['SSGC says no gas load shedding'],Stock
1/19/2009,"['Sacked SSGC employees stage demo, threaten self-immolation']",Stock
5/29/2009,['SSGC gives notice to KESC for dues worth Rs15bn'],Stock
6/10/2009,['SSGC compensates for pipeline burst'],Stock
10/25/2009,['Industry hits out at SSGC for seeking gas price rise'],Stock
10/28/2009,['SSGC rejects criticism over gas price hike move'],Stock
12/12/2009,['SSGC signs gas accord with Hycarbex'],Stock
6/20/2010,['World Bank offers $115m loan to SSGC'],Stock
8/11/2010,"['SSGC, MOL announce flood relief measures']",Stock
8/29/2010,['KESC owes Rs21bn to SSGC'],Stock
10/6/2010,['No gas sales pact with KESC: SSGC'],Stock
10/9/2010,['KESC asks SSGC to keep gas going'],Stock
10/24/2010,['Decline in gas supply hits SSGC hard'],Stock
10/27/2010,['SSGC wants industries to reduce gas consumption'],Stock
11/3/2010,['SSGC unable to give more gas to KESC'],Stock
11/28/2010,['SSGC awards contract to highest bidder'],Stock
12/10/2010,['SSGC claims strict adherence to PPRA rules'],Stock
1/11/2011,['SSGC facing gas supply shortage'],Stock
1/21/2011,['Insurgents blow up SSGC pipeline'],Stock
2/15/2011,['Petroleum Ministry remains unmoved on corruption in SSGC'],Stock
3/5/2011,['‘SSGC income may fall if JJVL closes plant’'],Stock
3/31/2011,['SSGC team in BD to learn about reducing gas losses'],Stock
4/3/2011,['SSGC plans direct stake in LNG import project'],Stock
4/14/2011,['SSGC asks industry to cut 15pc use of gas'],Stock
5/27/2011,['SSGC recovers Rs194m'],Stock
6/30/2011,['SSGC to accept expensive World Bank loan'],Stock
7/1/2011,['SSGC seeks consultant to implement project'],Stock
7/6/2011,['SSGC to add 130mmcfd gas to system by next year'],Stock
7/21/2011,['SSGC to observe two weekly'],Stock
7/29/2011,"['SSGC reduces supply to KESC on non-payment', 'Only SSGC to bid forProgas!']",Stock
8/5/2011,['SSGC recovery drive yields a billion rupees'],Stock
8/19/2011,['SSGC  to use ‘all means’ to recover  KESC dues'],Stock
9/13/2011,['Court decision on SSGC’s Progas bid today'],Stock
9/22/2011,"['Gas tariff of SSGC up by Rs12.64, SNGPL Rs5.46 per mmbtu']",Stock
10/11/2011,['SSGC faces competition in bid for Progas'],Stock
10/15/2011,['Court approves SSGC’s Rs2.25bn bid for Progas'],Stock
10/18/2011,['SSGC to get 100mmcfd from Kunnar-Passaki'],Stock
10/20/2011,['SSGC planning gas efficiency project with World Bank'],Stock
10/28/2011,"['SSGC earns Rs795.79m profit', 'Physical possession of Progas handed over to SSGC LPG']",Stock
10/30/2011,['SSGC working on $200m ageing pipelines rehabilitation plan'],Stock
11/23/2011,"['Balochistan government seeks share in PPL, SSGC']",Stock
11/30/2011,['SSGC’s recently acquired LPG import terminal remains idle'],Stock
12/2/2011,['SSGC LPG Limited awaits marketing licence'],Stock
12/8/2011,['SSGC to shut CNG stations’ supply for 18 hours'],Stock
2/9/2012,['SSGC initiates drive against gas theft'],Stock
